id,score
6343866,0.5
3066740,0.5
4130112,0.972692907
4026757,0.946867943
9545281,0.734862208
3294804,0.5
4122325,0.989729643
8308353,0.96443069
7226013,0.960080624
5761290,0.992601335
182716,0.904429376
3050140,0.5
3254956,0.5
1264287,0.862727404
3404557,0.937297583
3939683,0.937297583
3424242,0.940103531
7985714,0.941458404
4279876,0.937122822
3870253,0.5
2187563,0.945804715
3889299,0.941458404
3889330,0.941458404
1184846,0.970339537
3626162,0.943672419
456040,0.901065826
9033154,0.5
4340838,0.962687373
808811,0.976254106
7368030,0.933389485
522287,0.888303936
1940787,0.989417315
3732103,0.941458404
43373,0.969680905
5126365,0.936453462
7182584,0.851698756
5325214,0.993271172
2710274,0.719318748
5128160,0.798173666
3424114,0.940103531
2776890,0.974932313
4521755,0.928019524
3456599,0.5
8207848,0.975757003
10249527,0.5
1252740,0.984094739
4250938,0.981191158
3791920,0.99288708
4258762,0.900885701
7364146,0.5
6765045,0.5
3193738,0.971869469
8765219,0.87259829
8174285,0.998886347
3403638,0.941458404
7601333,0.9249928
6707735,0.905010939
7322718,0.849738717
3783162,0.945697069
6606,0.5
3889280,0.941458404
3971137,0.962741852
3889050,0.937297583
799882,0.928515553
9508386,0.988955438
6714817,0.833599985
3773700,0.89361012
3773568,0.98204267
9313974,0.988278627
6492880,0.5
4879013,0.939071417
3732094,0.936121464
873073,0.957849085
234898,0.985341549
8533375,0.899881959
6854019,0.970731735
8418650,0.980830073
3732076,0.937297583
4608592,0.771503866
4862719,0.891693473
668169,0.790770113
429453,0.974558949
10124808,0.906710625
7459684,0.5
5992645,0.766581774
7917718,0.963008046
2986056,0.937297583
2011193,0.5
3768626,0.981978953
2026794,0.5
9154294,0.799870312
430610,0.982124269
3231850,0.981322587
2976798,0.965823293
703058,0.801724553
7826541,0.777140677
240920,0.992143631
6655233,0.936480761
9866461,0.993370652
7957729,0.896397412
1428687,0.987976074
4803403,0.980092943
11012,0.905171931
3888924,0.941458404
8842808,0.886063099
1114695,0.960582376
1715582,0.5
6704734,0.5
8555098,0.777409673
1214316,0.921664238
7325455,0.5
6325685,0.983936787
9596,0.953316092
9568491,0.981805563
1747184,0.9008376
8653843,0.5
6727729,0.989084959
3888986,0.941458404
4135710,0.984089851
3652434,0.97860384
7667990,0.996210694
4047058,0.900066972
7163934,0.970396638
7717478,0.988201678
4653552,0.912519455
6915439,0.74259001
506542,0.993561566
4046863,0.952787936
3915826,0.88067174
4787415,0.927314878
1602488,0.973875284
8459215,0.759921491
10274175,0.854349256
9167786,0.966240883
5686435,0.991397738
7939058,0.955420613
8392801,0.984736264
7404370,0.988325238
3720511,0.883228064
8193332,0.974276543
7957904,0.979782045
4555997,0.996957242
2267088,0.5
108468,0.95080173
6400379,0.717512965
5948003,0.956036985
5058086,0.994874299
1209255,0.994493246
1914051,0.97873795
2923529,0.979776859
1027860,0.963793874
2373176,0.990467072
6404427,0.991950572
8517602,0.5
7035240,0.903748989
4583161,0.809421062
7967844,0.933476567
6562393,0.993125975
7807087,0.995567203
5405643,0.90210402
7011200,0.987626791
610989,0.968050957
7839535,0.5
4814894,0.927180171
186328,0.951937437
7492877,0.844933987
6576228,0.5
241016,0.933284998
6968101,0.5
5648564,0.5
4116645,0.744728029
2419879,0.946813643
6425735,0.994072735
8105351,0.902694166
9136499,0.5
3639023,0.872137547
6724599,0.975539923
4211629,0.97970736
7151924,0.978907108
704764,0.992516994
1796217,0.922560334
4017140,0.980406046
9489310,0.886549115
8104742,0.900535762
9407255,0.985330224
6475289,0.923303366
1377812,0.5
9512909,0.966249585
4432489,0.955514014
7471629,0.5
8067827,0.993143559
4384095,0.934415877
1351716,0.829983711
8392661,0.976656437
281208,0.927682996
7859909,0.5
9416373,0.5
1404307,0.995936036
7480843,0.5
877203,0.9944942
7037291,0.969987869
7931386,0.772878885
8173825,0.97605592
6759104,0.978108764
7619060,0.5
7095802,0.5
8103432,0.989326477
3998922,0.902058721
8922153,0.8835783
5932882,0.806356192
6187340,0.962344646
8350401,0.771601677
1273432,0.975265741
2830174,0.5
9370866,0.844851315
8339303,0.774092376
8107555,0.976954997
3946160,0.745952964
4061207,0.989807308
113951,0.814941287
5102135,0.981362522
5060388,0.5
286712,0.755011857
5463875,0.5
4316910,0.968024313
7093986,0.825834751
4777832,0.934271157
7429207,0.994295359
7664565,0.909803033
5792683,0.5
1856970,0.909003973
4084712,0.5
6411986,0.923616171
9258687,0.5
9426058,0.858188629
9736801,0.993376493
4297068,0.957377434
8221520,0.990531445
2387605,0.5
8389809,0.938037395
7048843,0.5
879181,0.994599223
6423488,0.883989334
7241905,0.876794696
1246809,0.970817208
10273158,0.987312078
5615620,0.906558633
936484,0.968210697
5415077,0.951135218
938785,0.858920932
934216,0.5
6119821,0.99112314
3385421,0.5
5981343,0.5
9706229,0.5
8212989,0.974992156
9444769,0.827100277
5422159,0.5
9532861,0.904898167
3380159,0.946089447
9294683,0.5
8253456,0.971839547
944237,0.808392048
4165387,0.892248273
9866984,0.5
7179337,0.819201231
9768655,0.794034719
8015531,0.997704148
991961,0.863916278
4597584,0.860440671
8035212,0.740611851
8053396,0.951563716
9634448,0.981007218
2516391,0.980792642
7581631,0.917786002
7067650,0.821931481
706385,0.88345015
6005443,0.948441863
6883913,0.5
6523393,0.5
7922676,0.868584931
6766513,0.5
682135,0.984114528
4678866,0.850516796
708774,0.971929431
3158210,0.988087654
1494828,0.988852024
7291403,0.983408749
7075357,0.891069412
8000037,0.866072714
1652097,0.975046039
4660460,0.995040774
1944596,0.937877774
5593504,0.971450806
7999692,0.881438911
619366,0.976999879
7999972,0.871558905
3379116,0.997042298
10272763,0.906617999
10077121,0.739660382
7536219,0.921338439
4688603,0.98632431
7936877,0.5
3627658,0.978212953
6363779,0.97705996
2693137,0.975683093
7697340,0.962788939
5707514,0.958187938
7844444,0.979129314
7481498,0.750554681
535300,0.917811096
68508,0.5
8294379,0.831725121
9137487,0.866856694
4481979,0.994330406
5353512,0.914453387
244499,0.995061576
3316219,0.99399364
6613601,0.954753757
7833113,0.904229522
7439802,0.942728519
10135378,0.885268807
9330174,0.939258814
9597415,0.947937965
8831088,0.954453886
7401671,0.985696673
5330475,0.976070166
8067001,0.965417266
8829089,0.968411088
8814555,0.5
6852288,0.5
6913706,0.97121793
2387265,0.994205952
48319,0.5
9885225,0.875199378
8083242,0.69783622
8704964,0.5
6990477,0.961436152
117862,0.940334558
7777219,0.955715895
7203765,0.890712798
7840228,0.964378715
7438635,0.91972208
9389755,0.964213908
9151865,0.5
7204672,0.955040216
5579427,0.990762234
6734621,0.81733042
2263643,0.890533268
4608208,0.97271812
9999955,0.5
3528627,0.5
8048333,0.876269579
8050642,0.954408526
7329805,0.990214586
6848455,0.96711278
9695233,0.913693309
5164581,0.962998748
2208757,0.846934438
226536,0.82665801
176678,0.982764482
7050534,0.858051896
8248970,0.5
4824699,0.904933929
3876097,0.963575363
1260259,0.97040987
8443952,0.96030426
10068879,0.988614023
8173487,0.5
685600,0.992940903
8483477,0.5
10136155,0.723832726
6959336,0.990641713
5195064,0.83923614
9961538,0.5
8301680,0.5
492287,0.9227826
8029177,0.992560148
7343707,0.5
8882345,0.73035121
7676574,0.996677816
3354761,0.942648768
3561237,0.986417651
1831338,0.954153419
1840671,0.779655874
5559643,0.94012332
8327083,0.954408526
8087037,0.993663073
1696015,0.5
6855839,0.796767116
3345341,0.985822082
4410493,0.89772743
19619,0.991134644
7597244,0.969476581
5736082,0.952879071
3697351,0.8010149
6958436,0.5
9652574,0.95171237
7109376,0.973727226
3534364,0.5
6671901,0.914329767
6370313,0.92983216
9863484,0.950534463
7249631,0.785306692
9183838,0.5
6222245,0.993857563
10292753,0.95877254
7760836,0.758489013
7324993,0.5
5760902,0.799241245
7035498,0.962893784
8956631,0.988954902
6766708,0.944272578
6992696,0.904376864
4264043,0.772992611
6186081,0.950078487
1472532,0.861132622
5900224,0.947772861
9374358,0.976575375
5874421,0.5
8829474,0.5
6228474,0.991411448
4637670,0.923395753
3995007,0.96786201
19611,0.957767367
10076279,0.93506223
1200829,0.981636167
3673759,0.984533787
206781,0.976846814
988176,0.97705406
3686556,0.891944051
2881446,0.990520239
9318853,0.747642756
6328150,0.5
2154617,0.5
6658052,0.99475944
6187841,0.929702759
9371895,0.5
4318031,0.922637105
6364549,0.97249341
8326940,0.897329628
7826593,0.869353771
8168476,0.951690495
6482984,0.5
6316917,0.983802319
7922581,0.990628779
4110396,0.94219625
5446176,0.983885348
4669377,0.984547019
4151430,0.963254094
5446513,0.983885348
3793185,0.944635153
937370,0.887326121
1833250,0.5
902243,0.98939538
4053644,0.961173177
1084046,0.905591249
8016481,0.853958011
8811781,0.973752201
4243163,0.937460542
4569115,0.5
4464824,0.5
9258513,0.851853967
4190771,0.977338552
3543084,0.980112553
6263270,0.760395944
7807169,0.5
844939,0.988345623
8890682,0.899664283
3998984,0.941598415
6315435,0.5
6704004,0.985763729
1797207,0.928033173
271509,0.937675834
10156116,0.887310624
4410789,0.907827377
9577993,0.5
9352620,0.97944665
9532957,0.5
8354452,0.5
9497431,0.945255041
217142,0.988838792
1732280,0.956639767
4240933,0.916508079
443942,0.957501173
6489648,0.973819017
8308386,0.912146747
8227038,0.940598965
2489339,0.994762123
8054892,0.979934454
1493197,0.960770726
4417792,0.958596826
5048597,0.955918193
6278191,0.5
8891577,0.95662111
4163306,0.78827703
59827,0.5
9505340,0.5
3992155,0.964507282
8571518,0.91451335
3820186,0.876208067
1084084,0.905591249
257140,0.977145076
8956628,0.5
8637174,0.948225379
8815061,0.5
4677524,0.990352213
3139847,0.5
6975036,0.5
4151093,0.989515305
4256558,0.984248817
2110357,0.989537179
8147986,0.926798344
2905375,0.990023851
4257097,0.967028856
931154,0.905591249
6370655,0.920906067
4363919,0.942407608
8722230,0.945058048
5019444,0.5
931758,0.905591249
301059,0.980937004
8815638,0.5
7264667,0.856930733
2068301,0.91308248
8487843,0.909368336
8608233,0.5
5446156,0.983885348
2691273,0.991265535
7807090,0.5
8306646,0.915014267
9666446,0.5
1055661,0.988804579
7806698,0.5
24212,0.854272842
8027776,0.5
6868378,0.998106241
7249508,0.5
7544337,0.881065011
19623,0.982759535
4210585,0.9171381
5784320,0.905591249
7347229,0.985663056
4676275,0.943294287
2489283,0.979377508
277416,0.979583502
7699356,0.732457161
5847934,0.962212563
9886971,0.875199378
5446180,0.983885348
4242626,0.5
3226793,0.5
23430,0.979439616
2186330,0.894441843
9477204,0.916394532
5683765,0.973246992
9900319,0.970888078
5691933,0.898335576
8829472,0.5
5183938,0.5
224763,0.976464927
4520179,0.5
9263252,0.869353771
284813,0.994597435
4402880,0.98894918
2660384,0.985574067
6973790,0.97480917
7116795,0.7710917
9910189,0.996355236
6854552,0.796767116
1857141,0.951094151
8668410,0.912146747
8517235,0.812701464
4311244,0.900560975
7616008,0.5
4776823,0.844715953
8082659,0.856641352
808134,0.973087788
8984454,0.5
6403878,0.971313655
8427254,0.929431558
529090,0.973903894
2392869,0.88531661
5289293,0.5
4783585,0.974940896
286080,0.5
1601714,0.5
9474025,0.940677285
5459895,0.892279983
7360078,0.979277372
8843162,0.5
8409750,0.5
6033201,0.965852022
5058302,0.973819852
4264056,0.772992611
1707064,0.968081892
8236094,0.5
8072907,0.890179038
4082986,0.98838824
9138600,0.5
7922197,0.922047019
10235014,0.801906049
4190689,0.988777936
3033913,0.886831045
6362918,0.5
2935486,0.5
9031119,0.815784454
5270886,0.955918193
59838,0.962790728
7727428,0.987686634
59708,0.984268427
1476298,0.984659195
6850007,0.928179264
8922554,0.5
7440415,0.5
6490091,0.942332447
9311687,0.995091259
8103365,0.5
631445,0.927290082
6545773,0.957882166
8036985,0.996729016
9699490,0.928887546
4661374,0.922774911
365550,0.955750585
7777381,0.981594801
1778989,0.946621835
5031285,0.5
5031383,0.5
9685856,0.79278636
208356,0.5
9449062,0.789779067
3552523,0.82978034
3487824,0.5
8501705,0.778047562
10140582,0.949398696
8068232,0.96666187
1709737,0.786299765
9408991,0.972757816
7110655,0.972245455
9012948,0.904296637
8372038,0.982822061
2051658,0.985186696
7506165,0.943383098
7311407,0.819201231
397117,0.887540817
4516960,0.772836149
9089308,0.958206654
934123,0.90344429
3891695,0.872246921
6514446,0.959349513
9863312,0.929861784
8805211,0.952259898
7954781,0.905947208
2944021,0.5
4395349,0.980301619
3282000,0.892349124
6687939,0.5
6613192,0.5
9900303,0.949924052
7860710,0.989336729
7510776,0.936703205
6773472,0.800229847
7965184,0.973844171
9183380,0.956037283
9201292,0.961559534
7332364,0.5
9028315,0.87208569
9939025,0.823364496
8100190,0.988536239
935671,0.90344429
936177,0.90344429
922986,0.90344429
1200083,0.5
935432,0.5
604600,0.5
1251763,0.5
7517684,0.987218499
607788,0.5
6278361,0.895504773
936378,0.899440646
6926511,0.964690208
9908591,0.97953558
5640722,0.98778069
6701018,0.982929409
3653575,0.777933836
7647221,0.983478546
3637180,0.954630554
6215199,0.976479769
714043,0.844967246
3890990,0.992269039
4038347,0.97344923
523883,0.990501583
4111954,0.841895461
4693488,0.964374661
5127136,0.92589891
7674720,0.984107316
8028801,0.957690835
9050781,0.803455472
178844,0.929160237
8034871,0.993095458
3208330,0.886251569
9492036,0.819797575
4863533,0.988492012
4360485,0.993517399
8194286,0.95693934
5524847,0.978550375
9236814,0.965903401
8483744,0.924144983
609421,0.914115667
3543247,0.908459783
4567243,0.863437414
749758,0.959911704
4854767,0.979480267
8129537,0.5
5014835,0.90825516
421168,0.978571415
58503,0.974921346
7881802,0.5
9562586,0.975244462
10340165,0.96830529
370361,0.949725032
3753645,0.989305377
3535171,0.854479373
2037250,0.5
2605975,0.808599055
4825472,0.907234311
5500398,0.986311197
587584,0.984750509
1220816,0.980767667
354453,0.932268143
9576550,0.962925196
3793790,0.995358825
9013210,0.973679304
9863457,0.5
23356,0.5
6425537,0.877261698
7921453,0.763974905
8634897,0.963132501
3604931,0.8243258
6937492,0.981980562
1048798,0.871407568
613020,0.5
9109293,0.984664321
6215943,0.989295602
4069543,0.975976348
3986788,0.994845867
3968416,0.940252364
1806899,0.963258862
6168769,0.786533594
8187592,0.5
1925661,0.840142488
4760968,0.5
3953365,0.954834104
4909327,0.979904294
7828509,0.96583128
4903296,0.5
1323634,0.5
571640,0.5
613151,0.5
278192,0.5
571651,0.5
7883181,0.967251062
7718139,0.741330326
6572501,0.5
4668327,0.84091568
7636185,0.934273005
6421243,0.910178185
5580773,0.868190289
8737284,0.959129572
958475,0.988769174
8605841,0.976141095
7500728,0.872619152
606297,0.5
9094366,0.892918587
7096107,0.910166264
9496612,0.5
8785768,0.916342735
143580,0.95860827
611500,0.5
264829,0.5
1856851,0.963345289
1317919,0.5
392140,0.5
3139972,0.787596107
10020221,0.964053392
8759443,0.936039865
6317449,0.833298385
6416765,0.779222488
5056580,0.980936289
6793490,0.887028098
2069917,0.5
3258585,0.974786878
815017,0.979127645
6610942,0.910518289
5365612,0.741536677
1556170,0.5
2486612,0.946890473
7748778,0.5
6872650,0.990047097
7634011,0.902883291
1898511,0.968389869
8067053,0.755225062
1872885,0.993070364
6561379,0.732178688
265901,0.789608121
392779,0.999368668
202174,0.862965822
7853358,0.892951846
2197168,0.95097506
4075152,0.988014221
5593399,0.5
366301,0.968438506
6644628,0.5
3593582,0.5
6716620,0.910166264
6796066,0.9783988
3977450,0.896655858
793629,0.984035254
9110410,0.984522939
5705161,0.985218644
8596938,0.792722523
5364119,0.89625144
6211882,0.5
4374326,0.893582284
7887651,0.5
9013441,0.985276699
7362757,0.972472906
9609152,0.983481705
4639040,0.9921453
2586350,0.5
6482409,0.5
8089214,0.5
8409975,0.5
8409926,0.5
6107518,0.955863357
9797000,0.990869284
5242148,0.946882725
3372535,0.98624295
995443,0.899690688
3279728,0.964947343
8446766,0.96987623
9733841,0.956007302
5852034,0.5
1851837,0.993726492
7324041,0.917389274
4105081,0.944833577
8474605,0.963065982
5682,0.990567803
2737012,0.984036684
8743202,0.981661201
1003890,0.937474966
8446120,0.786918104
8153673,0.865588427
7936712,0.993836284
2642359,0.989034891
6528342,0.97146368
9820818,0.989552557
8754180,0.984708905
8904766,0.954347968
3186785,0.5
1885801,0.887842357
8006745,0.921860635
7013085,0.970279574
6546748,0.746067524
4526737,0.974831104
3335,0.99232018
4735761,0.988468885
1672979,0.950640559
7388899,0.875750303
8052307,0.99377805
9068366,0.863708735
6117473,0.927443027
8541389,0.925720572
7745016,0.985552192
6557297,0.930292606
1263470,0.989374757
7415378,0.876697183
8849596,0.966173887
7902382,0.761373281
4772997,0.971461296
4708075,0.993693352
3859882,0.993250847
4711069,0.867765665
7713043,0.5
174636,0.985504746
8195348,0.5
7902068,0.832447946
4832481,0.908697486
7902268,0.754846454
4559222,0.946244836
7902330,0.782350957
6249164,0.986221015
5192122,0.97025305
8901863,0.799162626
2027236,0.971898556
3673011,0.955476999
6577295,0.858005941
4384000,0.990063846
3147706,0.790487111
1900698,0.78862679
4157572,0.987156153
8886847,0.5
3642289,0.974247694
3022564,0.978927314
2203983,0.990424752
215882,0.993534863
491958,0.5
190984,0.950162411
1599856,0.5
1223644,0.903041363
3246706,0.982924342
1305009,0.983374953
8952253,0.937520564
4041868,0.5
8845310,0.924616456
7750477,0.85334003
7938941,0.5
2721575,0.975692689
1738425,0.95620954
2471659,0.767942548
6078382,0.948955774
7585688,0.98887074
3120652,0.727731586
4922836,0.793809474
1433440,0.957786441
2980762,0.911582172
1733747,0.945720196
1455269,0.5
1457330,0.970968723
7420488,0.92937851
8902887,0.993872285
5175464,0.863112032
7411863,0.858820319
2856806,0.967032135
693956,0.5
5682316,0.967571378
8597800,0.980392933
4707171,0.970302701
9138392,0.976815701
7417852,0.967355609
9597947,0.967598855
7262142,0.987570763
7615170,0.988212228
609610,0.978291631
8326413,0.5
4833820,0.988536477
7480196,0.98508662
8774504,0.91121316
8627921,0.952961326
788146,0.979817331
9217446,0.982437313
2016613,0.5
2695493,0.974364638
9063355,0.920839906
7922663,0.94867897
9415562,0.5
9075656,0.5
9710851,0.833650827
1983713,0.811646223
7363727,0.960905075
10022421,0.941816986
6274351,0.95378232
777159,0.994256318
3922845,0.984687686
674113,0.5
8053128,0.92142266
7534300,0.993571997
1009838,0.892762542
9823290,0.5
5194332,0.98197341
841274,0.5
8904748,0.921997488
8734809,0.911515296
7562331,0.98823005
4461706,0.967593908
3890786,0.948907971
8474253,0.873119354
5559063,0.90152216
4126284,0.5
1209447,0.5
4364285,0.953838229
6716874,0.978221774
4659824,0.868413448
3677729,0.794888914
1097520,0.877102852
2898954,0.994029403
826436,0.943064511
774659,0.860038519
3849918,0.940243363
7382303,0.5
5376433,0.995978057
1750681,0.896723807
7229312,0.977807641
2520890,0.967211783
8391954,0.5
797358,0.985098362
7922013,0.954465866
7956337,0.954646647
2686659,0.982407033
755613,0.5
1758935,0.943866968
8474294,0.938676357
3904056,0.929330945
7914021,0.855239153
9364302,0.790000975
8196883,0.5
7938153,0.980696559
2763078,0.5
3258213,0.953394771
7809455,0.5
8409949,0.5
2150760,0.949302375
5424448,0.757815182
1606171,0.930232882
136480,0.983825088
4863369,0.974216402
7547290,0.752446711
5918259,0.978277087
5804875,0.888132691
8409941,0.5
8409969,0.5
9170870,0.932224035
6168975,0.81457901
7263506,0.5
7037522,0.5
1416763,0.5
3726391,0.5
10188794,0.965334654
3488436,0.963388205
1277033,0.990347147
5241195,0.84092772
2736961,0.948137403
4716486,0.818971813
7386675,0.950334907
5240694,0.937514067
8566501,0.788188934
7402861,0.5
741699,0.931619704
6108006,0.981656075
8409962,0.5
5834820,0.961513281
6741135,0.976764619
6555393,0.983815074
67270,0.997463226
7005538,0.5
1827586,0.935676455
7900497,0.904981136
8157486,0.850819945
4809486,0.834523797
9849122,0.5
9351911,0.917119026
3993960,0.5
8989807,0.985592842
5299060,0.954358101
3115801,0.932337761
9153365,0.5
10015967,0.82798177
284480,0.5
4916433,0.870002329
1732441,0.5
2652941,0.77518785
2809796,0.969634712
9477539,0.958901227
4479426,0.923018336
8276416,0.5
486344,0.942125916
1980395,0.5
7239217,0.964435339
1328159,0.5
5838129,0.953305304
9664395,0.996544123
4681687,0.751387417
4264012,0.971350908
445199,0.5
7514366,0.884196877
5236979,0.5
8555304,0.788060784
8847951,0.987573504
3124383,0.825004578
5863446,0.936701655
9155422,0.922158599
5047188,0.5
5825701,0.998475313
5499882,0.5
7529124,0.5
7995944,0.831874609
5538874,0.987933159
4941356,0.954628587
7679928,0.962902606
10385,0.908952594
4507137,0.903424859
7653539,0.898505092
5863558,0.5
8472954,0.993505359
7952930,0.837269783
8556665,0.5
5500752,0.971599162
9048029,0.9676193
4423130,0.909364343
8473056,0.990563154
2071305,0.973883986
817115,0.994382977
6895132,0.898127317
8255196,0.948977709
5051529,0.982605278
5337848,0.973718882
20868,0.972572684
8385444,0.974809468
637326,0.96435082
6557767,0.924501121
4869458,0.929081798
5319948,0.972690165
7638282,0.992061734
11411,0.93332243
723846,0.985912442
10104370,0.988717973
5041669,0.978397131
2197982,0.97317946
10695,0.876820564
6005222,0.950935304
3317940,0.992973447
8099917,0.756346822
8617171,0.960149407
4181226,0.943082333
7074024,0.957478285
2729077,0.962278664
7483750,0.855128646
9030929,0.5
1764233,0.967745543
6218849,0.5
4030600,0.988854825
4637801,0.943869531
2056276,0.96190691
6214998,0.988857269
9168049,0.5
10211928,0.926538348
387464,0.989844322
53867,0.980516613
3146212,0.994840145
107046,0.926769733
4629020,0.994136333
4324317,0.946059465
6629278,0.984986067
8958290,0.909923971
6676926,0.986004055
7934356,0.902452648
4701141,0.951365709
7274556,0.968268275
9186681,0.983839691
6907671,0.991136193
1534622,0.975394428
6627129,0.5
1750010,0.943189502
5805162,0.921638608
1136522,0.952733278
4892529,0.857134223
2420536,0.928263783
6612940,0.959459126
5471427,0.964146256
8714974,0.971137226
8101791,0.975988388
6599960,0.959529519
8002965,0.920543849
8715320,0.984948993
9632775,0.968986869
5413564,0.975395262
5340242,0.988966942
3676779,0.981961727
9157232,0.5
4208555,0.980375469
7026898,0.5
3766055,0.771617651
8091417,0.773147643
8253758,0.918490529
3126153,0.773905993
3434459,0.977614343
7245586,0.79568392
5959816,0.989409268
3852117,0.993262887
5619397,0.963666499
4144767,0.993062079
1301535,0.965524197
